# Serie storica per il burndown. Una riga al giorno, aggiunta dal rapporto mattutino.
# data,azioni_sponsor_aperte,questioni_aperte,gate_chiusi,giorni_a_scadenza_stagionale
2026-08-23,15,26,0,13
